thread,tag,sender,reciever,begin,end,lifeSpan
0,2001,1,0,4842,4842,0
3,1030,1,0,4843,4843,0
0,2001,1,0,4845,4845,0
3,1030,1,0,4845,4845,0
0,2001,1,0,4847,4847,0
3,1030,1,0,4847,4847,0
0,2001,1,0,4850,4850,0
0,2001,1,2,4850,4850,0
3,1030,1,2,4851,4851,0
1,2002,1,2,4853,4853,0
0,2001,1,2,4854,4854,0
0,1999,1,1,4854,4854,0
1,2002,1,0,4854,4854,0
6,1996,1,1,4865,4865,0
3,1030,1,2,4889,4889,0
0,2001,1,0,4889,4889,0
1,2002,1,2,4890,4890,0
0,2001,1,2,4890,4890,0
0,1999,1,1,4890,4890,0
1,2002,1,0,4891,4891,0
6,1996,1,1,4907,4907,0
1,2002,1,2,4931,4931,0
0,2001,1,0,4931,4931,0
0,2001,1,2,4932,4932,0
0,1999,1,1,4932,4932,0
1,2002,1,0,4933,4933,0
6,1996,1,1,4940,4940,0
1,2002,1,2,4964,4964,0
1,2002,1,0,4965,4965,0
0,2001,1,0,4965,4965,0
0,2001,1,2,4968,4968,0
0,1999,1,1,4969,4969,0
6,1996,1,1,4982,4982,0
1,2002,1,2,5003,5003,0
0,2001,1,0,5005,5005,0
1,1030,1,0,5005,5005,0
1,1030,1,2,5005,5005,0
1,2002,1,0,5006,5006,0
1,2002,1,2,5009,5009,0
3,1030,1,0,5024,5024,0
0,2001,1,0,5025,5025,0
0,2001,1,2,5025,5025,0
0,1999,1,1,5043,5043,0
6,1996,1,1,5050,5050,0
1,2002,1,2,5074,5074,0
1,1030,1,0,5075,5075,0
1,1030,1,2,5075,5075,0
1,2002,1,0,5076,5076,0
1,1030,1,0,5076,5076,0
1,1030,1,2,5076,5076,0
0,2001,1,0,5087,5087,0
1,2002,1,2,5087,5087,0
1,2002,1,0,5090,5090,0
0,2001,1,2,5090,5090,0
0,1999,1,1,5091,5091,0
6,1996,1,1,5113,5113,0
0,2001,1,0,5131,5131,0
3,1030,1,0,5132,5132,0
0,2001,1,0,5134,5134,0
1,2002,1,2,5138,5138,0
3,1030,1,0,5143,5143,0
1,2002,1,0,5149,5149,0
0,2001,1,0,5152,5152,0
0,2001,1,2,5152,5152,0
0,1999,1,1,5152,5152,0
6,1996,1,1,5170,5170,0
0,2001,1,0,5193,5193,0
3,1030,1,0,5194,5194,0
0,2001,1,0,5196,5196,0
3,1030,1,0,5207,5207,0
1,2002,1,2,5207,5207,0
0,2001,1,0,5210,5210,0
0,2001,1,2,5210,5211,0
1,2002,1,0,5211,5211,0
0,1999,1,1,5211,5211,0
6,1996,1,1,5246,5246,0
3,1030,1,2,5265,5265,0
0,2001,1,0,5275,5275,0
0,2001,1,2,5275,5275,0
1,2002,1,0,5279,5279,0
1,2002,1,2,5280,5280,0
3,1030,1,2,5280,5281,0
0,2001,1,2,5283,5283,0
0,1999,1,1,5284,5284,0
6,1996,1,1,5340,5340,0
1,2002,1,2,5360,5360,0
1,1030,1,0,5361,5361,0
1,1030,1,2,5361,5361,0
0,2001,1,0,5368,5369,0
3,1030,1,0,5371,5371,0
